Ticker,Name,Weight,Shares,Price
COBZ UW Equity,CoBiz Financial Inc,--,--,13.31
BLD UN Equity,TopBuild Corp,--,--,33.2
ENR UN Equity,Energizer Holdings Inc,--,--,49.96
CC UN Equity,Chemours Co/The,--,--,16
PSIX UR Equity,Power Solutions International Inc,--,--,10.25
BW UN Equity,Babcock & Wilcox Enterprises Inc,--,--,16.5
BBW UN Equity,Build-A-Bear Workshop Inc,--,--,10.36
PVBC UR Equity,Provident Bancorp Inc,--,--,15.6
QUAD UN Equity,Quad/Graphics Inc,--,--,26.72
BRCD UW Equity,Brocade Communications Systems LLC,--,--,9.23
GDEN UQ Equity,Golden Entertainment Inc,--,--,12.47
CFFN UW Equity,Capitol Federal Financial Inc,--,--,14.07
SYUT UW Equity,Synutra International Inc,--,--,4.26
AGO UN Equity,Assured Guaranty Ltd,--,--,27.75
AGR UN Equity,Avangrid Inc,--,--,41.78
GEENQ UR Equity,Global Eagle Entertainment Inc,--,--,8.31
HCHC UA Equity,HC2 Holdings Inc,--,--,5.45
XPO UN Equity,XPO Logistics Inc,--,--,36.67
SRGA UW Equity,Surgalign Holdings Inc,--,--,3.13
KN UN Equity,Knowles Corp,--,--,14.05
ORC UN Equity,Orchid Island Capital Inc,--,--,10.42
OB UN Equity,OneBeacon Insurance Group Holdings Ltd,--,--,14.28
SALM UQ Equity,Salem Media Group Inc,--,--,5.88
LRMR UW Equity,Larimar Therapeutics Inc,--,--,3.31
ARDX UQ Equity,Ardelyx Inc,--,--,12.94
FISI UW Equity,Financial Institutions Inc,--,--,27.11
PMBC UW Equity,Pacific Mercantile Bancorp,--,--,7.37
SFST UQ Equity,Southern First Bancshares Inc,--,--,27.58
NRTSF UA Equity,Nobilis Health Corp,--,--,3.35
MSM UN Equity,MSC Industrial Direct Co Inc,--,--,73.41
IMMR UW Equity,Immersion Corp,--,--,8.16
ARC UN Equity,ARC Document Solutions Inc,--,--,3.74
MOFG UW Equity,MidWestOne Financial Group Inc,--,--,30.37
GT UW Equity,Goodyear Tire & Rubber Co/The,--,--,32.3
ATW UN Equity,Atwood Oceanics Inc,--,--,8.69
KTOS UW Equity,Kratos Defense & Security Solutions Inc,--,--,6.89
PLUG UR Equity,Plug Power Inc,--,--,1.71
CUBI UN Equity,Customers Bancorp Inc,--,--,25.16
FNSR UW Equity,Finisar Corp,--,--,29.8
PFSW UR Equity,PFSweb Inc,--,--,8.93
UNB UQ Equity,Union Bankshares Inc/Morrisville VT,--,--,34.06
AGEN UR Equity,Agenus Inc,--,--,7.18
WTI UN Equity,W&T Offshore Inc,--,--,1.76
ACOR UW Equity,Acorda Therapeutics Inc,--,--,20.88
LGIH UW Equity,LGI Homes Inc,--,--,36.84
DEA UN Equity,Easterly Government Properties Inc,--,--,19.08
FORM UW Equity,FormFactor Inc,--,--,10.85
HHC UN Equity,Howard Hughes Corp/The,--,--,114.5
H UN Equity,Hyatt Hotels Corp,--,--,49.22
USLM UW Equity,United States Lime & Minerals Inc,--,--,66
WD UN Equity,Walker & Dunlop Inc,--,--,25.26
KONAQ UQ Equity,Kona Grill Inc,--,--,12.57
WW UN Equity,WW International Inc,--,--,10.32
INFI UW Equity,Infinity Pharmaceuticals Inc,--,--,1.56
LBRDK UW Equity,Liberty Broadband Corp,--,--,71.48
GAIA UQ Equity,Gaia Inc,--,--,7.2
LBRDA UW Equity,Liberty Broadband Corp,--,--,70.16
AAOI UQ Equity,Applied Optoelectronics Inc,--,--,22.21
ENTG UW Equity,Entegris Inc,--,--,17.42
1832555D UQ Equity,Array BioPharma Inc,--,--,6.75
AFI UN Equity,Armstrong Flooring Inc,--,--,18.88
EFSC UW Equity,Enterprise Financial Services Corp,--,--,31.25
SWC UN Equity,Stillwater Mining Co,--,--,13.36
TPB UN Equity,Turning Point Brands Inc,--,--,12.02
EE UN Equity,El Paso Electric Co,--,--,46.77
MFSF UQ Equity,MutualFirst Financial Inc,--,--,27.73
SCNB UN Equity,Suffolk Bancorp,--,--,34.77
VEC UN Equity,Vectrus Inc,--,--,15.23
DLA UA Equity,Delta Apparel Inc,--,--,16.46
RIGL UW Equity,Rigel Pharmaceuticals Inc,--,--,3.67
LMNX UW Equity,Luminex Corp,--,--,22.72
EXEL UW Equity,Exelixis Inc,--,--,12.79
RUSHB UW Equity,Rush Enterprises Inc,--,--,24.31
9993333D UW Equity,Sonus Inc,--,--,--
LOCO UW Equity,El Pollo Loco Holdings Inc,--,--,12.59
FC UN Equity,Franklin Covey Co,--,--,17.81
QGEN UW Equity,QIAGEN NV,--,--,27.44
BEL UN Equity,Belmond Ltd,--,--,12.71
XXIA UW Equity,Ixia,--,--,12.5
NCBS UR Equity,Nicolet Bankshares Inc,--,--,38.35
RYI UN Equity,Ryerson Holding Corp,--,--,11.29
ICD UN Equity,Independence Contract Drilling Inc,--,--,5.25
