Ticker,Name,Weight,Shares,Price
DFS UN Equity,Discover Financial Services,--,--,56.55
WAL UN Equity,Western Alliance Bancorp,--,--,37.54
XYL UN Equity,Xylem Inc/NY,--,--,52.45
MPC UN Equity,Marathon Petroleum Corp,--,--,40.59
WPX UN Equity,WPX Energy Inc,--,--,13.19
TAST UW Equity,Carrols Restaurant Group Inc,--,--,13.21
DOX UW Equity,Amdocs Ltd,--,--,57.85
TMUS UW Equity,T-Mobile US Inc,--,--,46.72
CUB UN Equity,Cubic Corp,--,--,46.81
CACI UN Equity,CACI International Inc,--,--,100.9
JOUT UW Equity,Johnson Outdoors Inc,--,--,36.37
UMH UN Equity,UMH Properties Inc,--,--,11.92
SHO UN Equity,Sunstone Hotel Investors Inc,--,--,12.79
TRTN UN Equity,Triton International Ltd/Bermuda,--,--,13.19
HY UN Equity,Hyster-Yale Materials Handling Inc,--,--,60.13
GBNK UW Equity,Guaranty Bancorp,--,--,17.85
Y UN Equity,Alleghany Corp,--,--,525.02
REX UN Equity,REX American Resources Corp,--,--,84.76
AVT UN Equity,Avnet Inc,--,--,41.06
VGR UN Equity,Vector Group Ltd,--,--,21.53
DRE UN Equity,Duke Realty Corp,--,--,27.33
ANCX UQ Equity,Access National Corp,--,--,23.9
CDE UN Equity,Coeur Mining Inc,--,--,11.83
EGN UN Equity,Energen Corp,--,--,57.72
FI UN Equity,Frank's International NV,--,--,13
MDU UN Equity,MDU Resources Group Inc,--,--,25.44
POST UN Equity,Post Holdings Inc,--,--,77.17
MGM UN Equity,MGM Resorts International,--,--,26.03
TFCF UW Equity,TFCF Corp,--,--,24.74
EDE UN Equity,Empire District Electric Co/The,--,--,34.14
TBBK UW Equity,Bancorp Inc/The,--,--,6.42
TOL UN Equity,Toll Brothers Inc,--,--,29.86
EQC UN Equity,Equity Commonwealth,--,--,30.22
HL UN Equity,Hecla Mining Co,--,--,5.7
LNT UN Equity,Alliant Energy Corp,--,--,38.31
SVC UW Equity,Service Properties Trust,--,--,29.72
AAWW UW Equity,Atlas Air Worldwide Holdings Inc,--,--,42.82
DHC UW Equity,Diversified Healthcare Trust,--,--,22.71
FOSL UW Equity,Fossil Group Inc,--,--,27.77
HRI UN Equity,Herc Holdings Inc,--,--,33.7
LRCX UW Equity,Lam Research Corp,--,--,94.71
CUBE UN Equity,CubeSmart,--,--,27.26
MHK UN Equity,Mohawk Industries Inc,--,--,200.34
PNR UN Equity,Pentair PLC,--,--,64.24
EVDY UN Equity,Everyday Health Inc,--,--,7.69
OUT UN Equity,Outfront Media Inc,--,--,23.65
OPI UW Equity,Office Properties Income Trust,--,--,22.62
SIR UW Equity,Select Income REIT,--,--,26.9
RES UN Equity,RPC Inc,--,--,16.8
RPT UN Equity,RPT Realty,--,--,18.74
SIFI UQ Equity,SI Financial Group Inc,--,--,13.2
SFE UN Equity,Safeguard Scientifics Inc,--,--,12.96
SPA UN Equity,Sparton Corp,--,--,26.26
TRR UN Equity,TRC Cos Inc,--,--,8.67
FCH UN Equity,FelCor Lodging Trust Inc,--,--,6.43
WMK UN Equity,Weis Markets Inc,--,--,53
WLBAQ UQ Equity,Westmoreland Coal Co,--,--,8.86
CAVM UW Equity,Cavium LLC,--,--,58.2
CFNB UQ Equity,California First National Bancorp,--,--,13.96
AMSC UW Equity,American Superconductor Corp,--,--,7.01
1816375D UW Equity,Caesars Holdings Inc,--,--,7.45
KMG UN Equity,CMC Materials KMG Corp,--,--,28.33
AMAG UW Equity,AMAG Pharmaceuticals Inc,--,--,24.51
AVHI UW Equity,AV Homes Inc,--,--,16.64
AXAS UR Equity,Abraxas Petroleum Corp,--,--,1.69
CREE UW Equity,Cree Inc,--,--,25.72
REG UN Equity,Regency Centers Corp,--,--,77.49
MAC UN Equity,Macerich Co/The,--,--,80.87
NYCB UN Equity,New York Community Bancorp Inc,--,--,14.23
BMTC UW Equity,Bryn Mawr Bank Corp,--,--,31.99
RNR UN Equity,RenaissanceRe Holdings Ltd,--,--,120.16
MACK UQ Equity,Merrimack Pharmaceuticals Inc,--,--,6.35
BOKF UW Equity,BOK Financial Corp,--,--,68.97
ESRT UN Equity,Empire State Realty Trust Inc,--,--,20.95
RH UN Equity,RH,--,--,34.58
BURL UN Equity,Burlington Stores Inc,--,--,81.02
BOOM UW Equity,DMC Global Inc,--,--,10.66
MLM UN Equity,Martin Marietta Materials Inc,--,--,179.11
RMAX UN Equity,RE/MAX Holdings Inc,--,--,43.78
BPOP UW Equity,Popular Inc,--,--,38.22
RYN UN Equity,Rayonier Inc,--,--,26.54
LPT UN Equity,Liberty Property Trust,--,--,40.35
ESTE UA Equity,Earthstone Energy Inc,--,--,8.6
SCCO UN Equity,Southern Copper Corp,--,--,26.3
WMGI UW Equity,Wright Medical Group NV,--,--,24.53
CHGG UN Equity,Chegg Inc,--,--,7.09
PTVCB UQ Equity,Protective Insurance Corp,--,--,25.63
OCLR UW Equity,Oclaro Inc,--,--,8.55
STAY UN Equity,Extended Stay America Inc,--,--,14.2
ESGC UN Equity,Eros STX Global Corp,--,--,15.32
HALL UQ Equity,Hallmark Financial Services Inc,--,--,10.29
YELP UN Equity,Yelp Inc,--,--,41.7
RDI UR Equity,Reading International Inc,--,--,13.35
ACGL UW Equity,Arch Capital Group Ltd,--,--,79.26
TCF UW Equity,TCF Financial Corp,--,--,44.13
DISH UW Equity,DISH Network Corp,--,--,54.78
CPK UN Equity,Chesapeake Utilities Corp,--,--,61.06
CIA UN Equity,Citizens Inc/TX,--,--,9.36
RE UN Equity,Everest Re Group Ltd,--,--,189.97
PICO UW Equity,PICO Holdings Inc,--,--,11.79
BID UN Equity,Sotheby's,--,--,38.02
REI UA Equity,Ring Energy Inc,--,--,10.95
AMTD UW Equity,TD Ameritrade Holding Corp,--,--,35.24
NLY UN Equity,Annaly Capital Management Inc,--,--,10.5
CCI UN Equity,Crown Castle International Corp,--,--,94.21
1719848D UN Equity,Education Realty Trust Inc,--,--,43.14
MGLN UW Equity,Magellan Health Inc,--,--,53.73
CLR UN Equity,Continental Resources Inc/OK,--,--,51.96
UONEK UR Equity,Urban One Inc,--,--,3.03
SEM UN Equity,Select Medical Holdings Corp,--,--,13.5
ICFI UW Equity,ICF International Inc,--,--,44.32
DLB UN Equity,Dolby Laboratories Inc,--,--,54.29
WDR UN Equity,Waddell & Reed Financial Inc,--,--,18.16
WLH UN Equity,William Lyon Homes,--,--,18.55
EPC UN Equity,Edgewell Personal Care Co,--,--,79.52
NAVI UW Equity,Navient Corp,--,--,14.47
MRVL UW Equity,Marvell Technology Group Ltd,--,--,13.27
GRMN UW Equity,Garmin Ltd,--,--,48.11
CSWI UW Equity,CSW Industrials Inc,--,--,32.39
PJT UN Equity,PJT Partners Inc,--,--,27.27
CCO UN Equity,Clear Channel Outdoor Holdings Inc,--,--,5.84
MSGS UN Equity,Madison Square Garden Sports Corp,--,--,169.41
CSS UN Equity,CSS Industries Inc,--,--,25.58
XEC UN Equity,Cimarex Energy Co,--,--,134.37
AXS UN Equity,Axis Capital Holdings Ltd,--,--,54.33
9876588D UW Equity,American National Insurance Co,--,--,--
9990202D UA Equity,CTO Realty Growth Inc/Old,--,--,51.19
DLR UN Equity,Digital Realty Trust Inc,--,--,97.12
ULH UW Equity,Universal Logistics Holdings Inc,--,--,13.42
NEFF UN Equity,Neff Corp,--,--,9.5
CTWS UW Equity,Connecticut Water Service Inc,--,--,49.73
DISCK UW Equity,Discovery Inc,--,--,26.31
MORE UN Equity,Monogram Residential Trust Inc,--,--,10.64
LYB UN Equity,LyondellBasell Industries NV,--,--,80.66
1824906D UN Equity,Dynegy Inc,--,--,12.39
FIT UN Equity,Fitbit Inc,--,--,14.84
PF UN Equity,Pinnacle Foods Inc,--,--,50.17
QRTEA UW Equity,Qurate Retail Inc,--,--,20.01
HTZGQ UN Equity,Hertz Global Holdings Inc,--,--,40.16
CVBF UW Equity,CVB Financial Corp,--,--,17.61
CXO UN Equity,Concho Resources Inc,--,--,137.35
AWK UN Equity,American Water Works Co Inc,--,--,74.84
CPN UN Equity,Calpine Corp,--,--,12.64
ARWR UW Equity,Arrowhead Pharmaceuticals Inc,--,--,7.35
GM UN Equity,General Motors Co,--,--,31.77
AX UW Equity,Axos Financial Inc,--,--,22.4
CIT UN Equity,CIT Group Inc,--,--,36.3
KMI UN Equity,Kinder Morgan Inc,--,--,23.13
UBNK UW Equity,United Financial Bancorp Inc,--,--,13.84
LQ UN Equity,La Quinta Holdings Inc,--,--,11.18
GLDD UW Equity,Great Lakes Dredge & Dock Corp,--,--,3.5
HCA UN Equity,HCA Healthcare Inc,--,--,75.63
PHH UN Equity,PHH Corp,--,--,14.45
CRVS UQ Equity,Corvus Pharmaceuticals Inc,--,--,16.45
ORI UN Equity,Old Republic International Corp,--,--,17.62
CWT UN Equity,California Water Service Group,--,--,32.09
RILY UR Equity,B Riley Financial Inc,--,--,13.36
GBLI UW Equity,Global Indemnity Group LLC,--,--,29.7
SGI UW Equity,Silicon Graphics International Corp,--,--,7.7
BMCH UW Equity,BMC Stock Holdings Inc,--,--,17.73
WTM UN Equity,White Mountains Insurance Group Ltd,--,--,830
GSM UW Equity,Ferroglobe PLC,--,--,9.03
CTRN UW Equity,Citi Trends Inc,--,--,19.93
TDS UN Equity,Telephone and Data Systems Inc,--,--,27.18
CYTR UR Equity,CytRx Corp,--,--,0.5883
AEO UN Equity,American Eagle Outfitters Inc,--,--,17.86
ZVO UN Equity,Zovio Inc,--,--,6.87
DBI UN Equity,Designer Brands Inc,--,--,20.48
VR UN Equity,Validus Holdings Ltd,--,--,49.82
9876533D UN Equity,Delek US Energy Inc,--,--,--
HSC UN Equity,Harsco Corp,--,--,9.93
JBSS UW Equity,John B Sanfilippo & Son Inc,--,--,51.33
DCO UN Equity,Ducommun Inc,--,--,22.84
TFSL UW Equity,TFS Financial Corp,--,--,17.81
PDFS UW Equity,PDF Solutions Inc,--,--,18.17
CLGX UN Equity,CoreLogic Inc/United States,--,--,39.22
DXLG UW Equity,Destination XL Group Inc,--,--,4.33
PETX UQ Equity,Aratana Therapeutics Inc,--,--,9.36
KAMN UN Equity,Kaman Corp,--,--,43.92
DGICA UW Equity,Donegal Group Inc,--,--,16.11
UVE UN Equity,Universal Insurance Holdings Inc,--,--,25.2
WTRG UN Equity,Essential Utilities Inc,--,--,30.48
FCN UN Equity,FTI Consulting Inc,--,--,44.56
HMHC UW Equity,Houghton Mifflin Harcourt Co,--,--,13.41
UDR UN Equity,UDR Inc,--,--,35.99
CHUBK UQ Equity,CommerceHub Inc,--,--,15.91
CHUBA UQ Equity,CommerceHub Inc,--,--,15.8
OTIC UW Equity,Otonomy Inc,--,--,18.19
GPRO UW Equity,GoPro Inc,--,--,16.68
NSM UN Equity,Nationstar Mortgage Holdings Inc,--,--,14.81
DJCO UR Equity,Daily Journal Corp,--,--,219
AMD UR Equity,Advanced Micro Devices Inc,--,--,6.91
QRVO UW Equity,Qorvo Inc,--,--,55.74
FCE/A UN Equity,Forest City Realty Trust Inc,--,--,23.13
SLG UN Equity,SL Green Realty Corp,--,--,108.1
HUN UN Equity,Huntsman Corp,--,--,16.27
ACHC UW Equity,Acadia Healthcare Co Inc,--,--,49.55
UFS UN Equity,Domtar Corp,--,--,37.13
1624250D UW Equity,Bazaarvoice Inc,--,--,5.91
CKEC UW Equity,Carmike Cinemas Inc,--,--,32.69
CNBKA UW Equity,Century Bancorp Inc/MA,--,--,45.32
STLD UW Equity,Steel Dynamics Inc,--,--,24.99
CI UN Equity,Cigna Corp,--,--,130.32
DGAS UW Equity,Delta Natural Gas Co Inc,--,--,23.85
EBTC UW Equity,Enterprise Bancorp Inc/MA,--,--,28
ISIL UW Equity,Renesas Electronics America Inc,--,--,21.93
HBCP UW Equity,Home Bancorp Inc,--,--,28
AROC UN Equity,Archrock Inc,--,--,13.08
HCOM UW Equity,Hawaiian Telcom Holdco Inc,--,--,22.39
ATEX UR Equity,Anterix Inc,--,--,22.9
HTBI UW Equity,HomeTrust Bancshares Inc,--,--,18.5
MNKKQ UN Equity,Mallinckrodt PLC,--,--,69.78
CWEN UN Equity,Clearway Energy Inc,--,--,16.96
SNR UN Equity,New Senior Investment Group Inc,--,--,11.54
OSK UN Equity,Oshkosh Corp,--,--,56
NWS UW Equity,News Corp,--,--,14.22
PSTB UW Equity,Park Sterling Corp,--,--,8.12
REGI UW Equity,Renewable Energy Group Inc,--,--,8.47
BRO UN Equity,Brown & Brown Inc,--,--,37.71
ATRC UQ Equity,AtriCure Inc,--,--,15.82
NEWS UW Equity,First Eagle Private Credit LLC,--,--,9.71
FEYE UW Equity,FireEye Inc,--,--,14.73
HMST UW Equity,HomeStreet Inc,--,--,25.06
PRDO UW Equity,Perdoceo Education Corp,--,--,6.79
ALT UA Equity,Altimmune Inc,--,--,2.9
CZR UW Equity,Caesars Entertainment Inc,--,--,14.06
HRC UN Equity,Hill-Rom Holdings Inc,--,--,61.98
ALJ UN Equity,Alon USA Energy Inc,--,--,8.06
RDN UN Equity,Radian Group Inc,--,--,13.55
CHS UN Equity,Chico's FAS Inc,--,--,11.9
OPK UW Equity,OPKO Health Inc,--,--,10.59
CYH UN Equity,Community Health Systems Inc,--,--,11.54
BRG UA Equity,Bluerock Residential Growth REIT Inc,--,--,13
AFSI UW Equity,AmTrust Financial Services Inc,--,--,26.83
KLXI UW Equity,Boeing Distribution Services Inc,--,--,35.2
GPRE UW Equity,Green Plains Inc,--,--,26.2
TRXC UA Equity,TransEnterix Inc,--,--,1.69
RYAM UN Equity,Rayonier Advanced Materials Inc,--,--,13.37
EMCI UW Equity,EMC Insurance Group Inc,--,--,26.93
AMBA UW Equity,Ambarella Inc,--,--,73.61
EPAC UN Equity,Enerpac Tool Group Corp,--,--,23.24
TIME UN Equity,TI Gotham Inc,--,--,14.48
NGHC UQ Equity,National General Holdings Corp,--,--,22.24
SSYS UW Equity,Stratasys Ltd,--,--,24.09
ACRE UN Equity,Ares Commercial Real Estate Corp,--,--,12.6
FCEL UQ Equity,FuelCell Energy Inc,--,--,5.42
SYF UN Equity,Synchrony Financial,--,--,28
ALTA UR Equity,Altabancorp,--,--,20.35
ESCA UQ Equity,Escalade Inc,--,--,12.76
DENN UR Equity,Denny's Corp,--,--,10.69
TRCO UN Equity,Tribune Media Co,--,--,36.52
STS UA Equity,Supreme Industries Inc,--,--,19.3
ISBC UW Equity,Investors Bancorp Inc,--,--,12.01
RGNX UW Equity,REGENXBIO Inc,--,--,14.01
TERP UW Equity,TerraForm Power Inc,--,--,13.91
TLN UN Equity,Talen Energy Corp,--,--,13.85
BLBD UQ Equity,Blue Bird Corp,--,--,14.61
WSBF UW Equity,Waterstone Financial Inc,--,--,16.99
SC UN Equity,Santander Consumer USA Holdings Inc,--,--,12.16
NCLH UW Equity,Norwegian Cruise Line Holdings Ltd,--,--,37.7
CONE UW Equity,CyrusOne Inc,--,--,47.57
AME UN Equity,AMETEK Inc,--,--,47.78
ESI UN Equity,Element Solutions Inc,--,--,8.11
SRCI UA Equity,SRC Energy Inc,--,--,6.93
AGM UN Equity,Federal Agricultural Mortgage Corp,--,--,39.5
MIK UW Equity,Michaels Cos Inc/The,--,--,24.17
FBNC UW Equity,First Bancorp/Southern Pines NC,--,--,19.79
FCNCA UW Equity,First Citizens BancShares Inc/NC,--,--,293.89
PARR UA Equity,Par Pacific Holdings Inc,--,--,13.08
PCYG UR Equity,Park City Group Inc,--,--,11.8
APTS UN Equity,Preferred Apartment Communities Inc,--,--,13.51
FFKT UW Equity,Farmers Capital Bank Corp,--,--,29.64
FLIC UR Equity,First of Long Island Corp/The,--,--,33.15
STRS UW Equity,Stratus Properties Inc,--,--,24.4
CWEN/A UN Equity,Clearway Energy Inc,--,--,16.32
ACCO UN Equity,ACCO Brands Corp,--,--,9.64
FRPH UW Equity,FRP Holdings Inc,--,--,31.07
CTRL UW Equity,Control4 Corp,--,--,12.28
BKD UN Equity,Brookdale Senior Living Inc,--,--,17.45
LPNT UW Equity,Legacy LifePoint Health LLC,--,--,59.23
CBLAQ UN Equity,CBL & Associates Properties Inc,--,--,12.14
FRBK UQ Equity,Republic First Bancorp Inc,--,--,4.11
HNH UR Equity,Handy & Harman Ltd,--,--,21.04
FF UN Equity,FutureFuel Corp,--,--,11.28
KHC UW Equity,Kraft Heinz Co/The,--,--,89.51
ADMS UQ Equity,Adamas Pharmaceuticals Inc,--,--,16.41
GTN UN Equity,Gray Television Inc,--,--,10.36
GENC UQ Equity,Gencor Industries Inc,--,--,11.98
NDLS UW Equity,Noodles & Co,--,--,4.76
SONA UQ Equity,Southern National Bancorp of Virginia In,--,--,13.05
BWFG UQ Equity,Bankwell Financial Group Inc,--,--,23.69
PSX UN Equity,Phillips 66,--,--,80.55
ABM UN Equity,ABM Industries Inc,--,--,39.7
CNSL UW Equity,Consolidated Communications Holdings Inc,--,--,25.24
GIII UW Equity,G-III Apparel Group Ltd,--,--,29.15
IQV UN Equity,IQVIA Holdings Inc,--,--,81.06
INVA UW Equity,Innoviva Inc,--,--,10.99
RAIL UW Equity,FreightCar America Inc,--,--,14.38
INFN UW Equity,Infinera Corp,--,--,9.03
GRC UA Equity,Gorman-Rupp Co/The,--,--,25.61
GSBC UW Equity,Great Southern Bancorp Inc,--,--,40.7
PFNX UA Equity,Pfenex Inc,--,--,8.95
MLND UQ Equity,Millendo Therapeutics Inc,--,--,7.16
BGC UN Equity,General Cable Corp,--,--,14.98
ELY UN Equity,Callaway Golf Co,--,--,11.61
1850242D UN Equity,EQT RE Merger Sub Inc,--,--,26.11
ADVM UQ Equity,Adverum Biotechnologies Inc,--,--,4.11
AMRI UW Equity,Albany Molecular Research Inc,--,--,16.51
FOGO UW Equity,Fogo De Chao Inc,--,--,10.57
TROX UN Equity,Tronox Holdings PLC,--,--,9.37
HIFS UQ Equity,Hingham Institution For Savings The,--,--,138.5
AP UN Equity,Ampco-Pittsburgh Corp,--,--,11.09
ONDK UN Equity,On Deck Capital Inc,--,--,5.7
CBI UN Equity,Chicago Bridge & Iron Co NV,--,--,28.03
VSLR UN Equity,Vivint Solar Inc,--,--,3.16
PAHC UQ Equity,Phibro Animal Health Corp,--,--,27.18
NRF UN Equity,NorthStar Realty Finance Corp/old,--,--,13.17
ABCD UR Equity,Cambium Learning Group Inc,--,--,5.43
FNF UN Equity,Fidelity National Financial Inc,--,--,36.91
FNFV UN Equity,FNFV Group,--,--,12.48
UCP UN Equity,UCP Inc,--,--,8.81
HURC UW Equity,Hurco Cos Inc,--,--,28.07
TMST UN Equity,TimkenSteel Corp,--,--,10.45
MEET UR Equity,Meet Group Inc/The,--,--,6.2
MPG UN Equity,Metaldyne Performance Group Inc,--,--,15.85
XCOOQ UN Equity,EXCO Resources Inc,--,--,1.07
TBK UW Equity,Triumph Bancorp Inc,--,--,19.84
GES UN Equity,Guess? Inc,--,--,14.61
KCG UN Equity,Virtu KCG Holdings LLC,--,--,15.53
CORR UN Equity,CorEnergy Infrastructure Trust Inc,--,--,29.33
IMKTA UW Equity,Ingles Markets Inc,--,--,39.54
IMMU UQ Equity,Immunomedics Inc,--,--,3.25
IHC UN Equity,Independence Holding Co,--,--,17.18
AWHHF UN Equity,Allied World Assurance Co Holdings GmbH,--,--,40.42
COWN UW Equity,Cowen Inc,--,--,3.63
MDLZ UW Equity,Mondelez International Inc,--,--,43.9
BHBK UW Equity,Blue Hills Bancorp Inc,--,--,15.02
BLUE UW Equity,Bluebird Bio Inc,--,--,67.78
MSFG UW Equity,MainSource Financial Group Inc,--,--,24.95
AKS UN Equity,AK Steel Holding Corp,--,--,4.83
CPT UN Equity,Camden Property Trust,--,--,83.74
MWW UN Equity,Monster Worldwide Inc,--,--,3.61
KBAL UW Equity,Kimball International Inc,--,--,12.94
CST UN Equity,CST Brands LLC,--,--,48.09
STBZ UR Equity,State Bank Financial Corp,--,--,22.82
JNS UN Equity,Janus Capital Group Inc,--,--,14.01
ITT UN Equity,ITT Inc,--,--,35.84
TACO UR Equity,Del Taco Restaurants Inc,--,--,11.92
JONEQ UN Equity,Jones Energy Inc,--,--,3.56
LAYN UW Equity,Layne Christensen Co,--,--,8.51
GTLS UW Equity,Chart Industries Inc,--,--,32.83
LCUT UW Equity,Lifetime Brands Inc,--,--,13.46
LTXB UW Equity,LegacyTexas Financial Group Inc,--,--,31.63
ACETQ UW Equity,Tri Harbor Holdings Corp,--,--,18.99
BDN UN Equity,Brandywine Realty Trust,--,--,15.62
MDP UN Equity,Meredith Corp,--,--,51.99
INWK UW Equity,InnerWorkings Inc,--,--,9.42
XCRA UW Equity,Xcerra Corp,--,--,6.06
IESC UQ Equity,IES Holdings Inc,--,--,17.79
NYT UN Equity,New York Times Co/The,--,--,11.95
LYTS UW Equity,LSI Industries Inc,--,--,11.23
MKL UN Equity,Markel Corp,--,--,928.77
MBTF UW Equity,MBT Financial Corp,--,--,9.05
WTBA UW Equity,West BanCorp Inc,--,--,19.6
CMRX UQ Equity,Chimerix Inc,--,--,5.54
MBVT UW Equity,Merchants Bancshares Inc/VT,--,--,32.39
AYR UN Equity,Aircastle Ltd,--,--,19.86
MGEE UW Equity,MGE Energy Inc,--,--,56.51
DEI UN Equity,Douglas Emmett Inc,--,--,36.63
VALPQ UN Equity,Valaris plc,--,--,8.5
KBH UN Equity,KB Home,--,--,16.12
MBI UN Equity,MBIA Inc,--,--,7.79
SPR UN Equity,Spirit AeroSystems Holdings Inc,--,--,44.54
KRG UN Equity,Kite Realty Group Trust,--,--,27.72
CVG UN Equity,Convergys Corp,--,--,30.42
FBRC UW Equity,FBR & Co,--,--,13.24
MGRC UW Equity,McGrath RentCorp,--,--,31.71
IPHS UW Equity,Innophos Holdings Inc,--,--,39.03
MNR UN Equity,Monmouth Real Estate Investment Corp,--,--,14.27
MTW UN Equity,Manitowoc Co Inc/The,--,--,4.79
ZAGG UW Equity,ZAGG Inc,--,--,8.1
MRTN UW Equity,Marten Transport Ltd,--,--,21
RRD UN Equity,RR Donnelley & Sons Co,--,--,15.72
EVTC UN Equity,EVERTEC Inc,--,--,16.78
MSEX UW Equity,Middlesex Water Co,--,--,35.24
CLNE UW Equity,Clean Energy Fuels Corp,--,--,4.47
SITC UN Equity,SITE Centers Corp,--,--,17.43
OMER UQ Equity,Omeros Corp,--,--,11.16
WFTIQ UN Equity,Weatherford International PLC,--,--,5.62
MXWL UW Equity,Maxwell Technologies Inc,--,--,5.16
OC UN Equity,Owens Corning,--,--,53.39
LLNW UW Equity,Limelight Networks Inc,--,--,1.87
NATR UR Equity,Nature's Sunshine Products Inc,--,--,16
RNET UW Equity,RigNet Inc,--,--,15.12
CSFL UW Equity,CenterState Bank Corp,--,--,17.73
AIMC UW Equity,Altra Industrial Motion Corp,--,--,28.97
GEN UN Equity,Genesis Healthcare Inc,--,--,2.67
LSBG UQ Equity,Lake Sunapee Bank Group,--,--,18.07
NCMI UW Equity,National CineMedia Inc,--,--,14.72
RIG UN Equity,Transocean Ltd,--,--,10.66
BNCL UW Equity,Beneficial Bancorp Inc,--,--,14.71
1817382D UN Equity,DCT Industrial Trust Inc,--,--,48.55
NR UN Equity,Newpark Resources Inc,--,--,7.36
FPI UN Equity,Farmland Partners Inc,--,--,11.2
NRIM UW Equity,Northrim BanCorp Inc,--,--,25.75
ASH UN Equity,Ashland Global Holdings Inc,--,--,115.95
GGP UN Equity,Brookfield Property REIT Inc,--,--,27.6
CAC UW Equity,Camden National Corp,--,--,47.74
UIS UN Equity,Unisys Corp,--,--,9.74
NK UW Equity,NantKwest Inc,--,--,7.78
TEX UN Equity,Terex Corp,--,--,25.41
NRZ UN Equity,New Residential Investment Corp,--,--,13.81
MTG UN Equity,MGIC Investment Corp,--,--,8
OFG UN Equity,OFG Bancorp,--,--,10.11
DDS UN Equity,Dillard's Inc,--,--,63.01
ODC UN Equity,Oil-Dri Corp of America,--,--,37.64
OLP UN Equity,One Liberty Properties Inc,--,--,24.16
OTTR UW Equity,Otter Tail Corp,--,--,34.59
PHX UN Equity,PHX Minerals Inc,--,--,17.53
FOR UN Equity,Forestar Group Inc,--,--,11.71
PRK UA Equity,Park National Corp,--,--,96
AMBC UW Equity,Ambac Financial Group Inc,--,--,18.39
1812212D UW Equity,Match Group Inc,--,--,62.47
RNST UW Equity,Renasant Corp,--,--,33.63
SSP UN Equity,EW Scripps Co/The,--,--,15.9
BC UN Equity,Brunswick Corp/DE,--,--,48.78
PKOH UW Equity,Park-Ohio Holdings Corp,--,--,36.45
CTBI UW Equity,Community Trust Bancorp Inc,--,--,37.11
PTCT UW Equity,PTC Therapeutics Inc,--,--,14.01
IRT UA Equity,Independence Realty Trust Inc,--,--,9
AR UN Equity,Antero Resources Corp,--,--,26.95
SNEX UW Equity,StoneX Group Inc,--,--,38.85
SNV UN Equity,Synovus Financial Corp,--,--,32.53
GHM UN Equity,Graham Corp,--,--,19.1
CXP UN Equity,Columbia Property Trust Inc,--,--,22.39
WPG UN Equity,Washington Prime Group Inc,--,--,12.38
PTSI UQ Equity,PAM Transportation Services Inc,--,--,20.02
BANC UN Equity,Banc of California Inc,--,--,17.46
ATHX UR Equity,Athersys Inc,--,--,2.13
SGBK UW Equity,Stonegate Bank,--,--,33.75
ARGO UW Equity,Argo Group International Holdings Ltd,--,--,56.42
QDEL UW Equity,Quidel Corp,--,--,22.09
RAVN UW Equity,Raven Industries Inc,--,--,23.03
SANM UW Equity,Sanmina Corp,--,--,28.47
BLCM UQ Equity,Bellicum Pharmaceuticals Inc,--,--,19.9
APLE UN Equity,Apple Hospitality REIT Inc,--,--,18.51
KRNY UW Equity,Kearny Financial Corp/MD,--,--,13.61
SGA UA Equity,Saga Communications Inc,--,--,45.34
TIPT UR Equity,Tiptree Inc,--,--,5.94
FDML UW Equity,Federal-Mogul Holdings LLC,--,--,9.61
GRBK UR Equity,Green Brick Partners Inc,--,--,8.26
9898989D UN Equity,Tidewater Inc,--,--,2.82
SBCF UW Equity,Seacoast Banking Corp of Florida,--,--,16.09
TRN UN Equity,Trinity Industries Inc,--,--,24.18
UFI UN Equity,Unifi Inc,--,--,29.43
GLUU UW Equity,Glu Mobile Inc,--,--,2.24
SEB UA Equity,Seaboard Corp,--,--,3440
PTC UW Equity,PTC Inc,--,--,44.31
NAV UN Equity,Navistar International Corp,--,--,22.89
GLRE UW Equity,Greenlight Capital Re Ltd,--,--,20.44
SJW UN Equity,SJW Group,--,--,43.68
CRMT UW Equity,America's Car-Mart Inc/TX,--,--,36.39
LPX UN Equity,Louisiana-Pacific Corp,--,--,18.83
CAI UN Equity,CAI International Inc,--,--,8.27
SRCE UW Equity,1st Source Corp,--,--,35.695
ENOC UW Equity,Enel X North America Inc,--,--,5.41
SHOR UW Equity,ShoreTel Inc,--,--,8
CTB UN Equity,Cooper Tire & Rubber Co,--,--,38.02
ARE UN Equity,Alexandria Real Estate Equities Inc,--,--,108.77
STFC UW Equity,State Auto Financial Corp,--,--,23.81
LADR UN Equity,Ladder Capital Corp,--,--,13.24
VOYA UN Equity,Voya Financial Inc,--,--,28.82
WSFS UW Equity,WSFS Financial Corp,--,--,36.49
SYBT UW Equity,Stock Yards Bancorp Inc,--,--,32.96
TNAV UW Equity,Telenav Inc,--,--,5.73
ESSA UW Equity,ESSA Bancorp Inc,--,--,13.83
THFF UW Equity,First Financial Corp/IN,--,--,40.68
TISI UN Equity,Team Inc,--,--,32.71
TRC UN Equity,Tejon Ranch Co,--,--,24.32
WAC UN Equity,Ditech Holding Corp,--,--,4.06
ECHO UW Equity,Echo Global Logistics Inc,--,--,23.06
UAM UN Equity,Universal American Corp,--,--,7.65
CVI UN Equity,CVR Energy Inc,--,--,13.77
PZN UN Equity,Pzena Investment Management Inc,--,--,7.7
USAK UW Equity,USA Truck Inc,--,--,10.24
